cod;rubro;eq1;eq2;marca;modelo;detalle;descripcion;venta;costo;fecha
5640;EXTREMO;220;7550;RENAULT;R6;Año 68/84;Extremo derecho (horquilla);6.495,00;4.810,00;2023-05-03
5641;EXTREMO;221;7551;RENAULT;R6;Año 68/84;Extremo izquierdo (horquilla);6.495,00;4.810,00;2023-05-03
5642;EXTREMO;256;PE 807;RENAULT;R9;Año 84/…;Extremo D/I l=95mm rosca macho 14 x 1.50;2.550,00;1.890,00;2023-04-26
5643;EXTREMO;214;RE 657;RENAULT;Rambler;Año 63/74;Extremo corto D/I l=120mm r. macho 11/16;3.050,00;2.260,00;2023-04-26
5644;EXTREMO;215;RE 656A;RENAULT;Rambler;Año 63/74;Extremo largo Der. Hid. L=300mm r. macho 11/16;0,00;CONSULTAR;2023-04-26
5645;EXTREMO;215B;RE 656;RENAULT;Rambler;Año 63/64;Extremo largo Izq. Hid. L=300mm r. macho 11/16;0,00;CONSULTAR;2023-04-26
5646;EXTREMO;795;RE 660;RENAULT;Sandero;Año 07/…;Extremo derecho;5.305,00;3.930,00;2023-04-26
5647;EXTREMO;795R;331;RENAULT;Sandero;Año 07/…;Extremo derecho reforma;5.980,00;4.430,00;2023-05-03
5648;EXTREMO;796;RE 659;RENAULT;Sandero;Año 07/…;Extremo izquierdo;5.305,00;3.930,00;2023-04-26
5649;EXTREMO;796R;332;RENAULT;Sandero;Año 07/…;Extremo izquierdo reforma;5.980,00;4.430,00;2023-05-03
5650;EXTREMO;723;RE 634;RENAULT;Scenic;Año 96/99;Extremo derecho l=132mm r. hembra 14 x 1.50;4.455,00;3.300,00;2023-04-26
5651;EXTREMO;233;RE 635;RENAULT;Scenic;Año 2000/…;Extremo derecho l=82mm r. hrmbra 14 x 1.50;3.390,00;2.510,00;2023-04-26
5652;EXTREMO;723R;233R;RENAULT;Scenic;Año 96/99;Extremo derecho reforma;4.025,00;2.980,00;2023-05-03
5653;EXTREMO;724;RE 633;RENAULT;Scenic;Año 96/99;Extremo izquierdo l=132mm r. hembra 14 x 1.50;4.455,00;3.300,00;2023-04-26
5654;EXTREMO;234;RE 636;RENAULT;Scenic;Año 2000/…;Extremo izquierdo l=82mm r. hembra 14 x 1.50;3.390,00;2.510,00;2023-04-26
5655;EXTREMO;724R;234R;RENAULT;Scenic;Año 96/99;Extremo izquierdo reforma;4.025,00;2.980,00;2023-05-03
5656;EXTREMO;214A;RE 652;RENAULT;Torino;Año 66/82;Extremo corto D/I l=120mm r. macho 5/8;2.620,00;1.940,00;2023-04-26
5657;EXTREMO;215D;7538;RENAULT;Torino;Año 66/82;Extremo derecho hidraulico;4.630,00;3.430,00;2023-05-03
5658;EXTREMO;215I;7539;RENAULT;Torino;Año 66/82;Extremo izquierdo hidraulico;4.630,00;3.430,00;2023-05-03
5659;EXTREMO;215A;RE 651;RENAULT;Torino;Año 66/82;Extremo largo D/I l=250mm r. macho 5/8;3.050,00;2.260,00;2023-04-26
5660;EXTREMO;256;PE 807;RENAULT;Trafic;Año 86/…;Extremo D/I l=95mm r. macho 14 x 1.50;2.550,00;1.890,00;2023-04-26
5661;EXTREMO;255D;RE 668;RENAULT;Utilitario;Año 64/77;Extremo central derecho;0,00;CONSULTAR;2023-04-26
5662;EXTREMO;255I;RE 667;RENAULT;Utilitario;Año 64/77;Extremo central izquierdo;0,00;CONSULTAR;2023-04-26
5663;EXTREMO;254B;RE 672;RENAULT;Utilitario;Año 64/77;Extremo central susp. Ind. L=165mm derecho;0,00;CONSULTAR;2023-04-26
5664;EXTREMO;254A;RE 671;RENAULT;Utilitario;Año 64/77;Extremo central susp. Ind. L=165mm izquierdo;0,00;CONSULTAR;2023-04-26
5665;EXTREMO;254;7517;RENAULT;Utilitario;Año 57/83;Extremo derecho l=92mm rosca macho 11/16;3.890,00;2.880,00;2023-05-03
5666;EXTREMO;239;DO 222;RENAULT;Utilitario;Año 62/80;Extremo derecho rosca macho 11/16 x 18;3.050,00;2.260,00;2023-04-26
5667;EXTREMO;240;DO 221;RENAULT;Utilitario;Año 62/80;Extremo izquierda rosca macho 11/16 x 18;3.050,00;2.260,00;2023-04-26
5668;EXTREMO;255;7518;RENAULT;Utilitario;Año 64/77;Extremo izquierdo l=92mm r. macho 11/16 x 18;3.890,00;2.880,00;2023-05-03
5669;EXTREMO;254D;7522;RENAULT;Utilitario;Año 64/77;Extremo lateral susp. Ind. L=170mm r.m 11/16 x 18;4.630,00;3.430,00;2023-05-03
5670;EXTREMO;254I;7523;RENAULT;Utilitario;Año 64/77;Extremo lateral susp. Ind. L=170mm r.m 11/16 x 18;4.630,00;3.430,00;2023-05-03
5671;EXTREMO;851;VOL 256;VOLKSWAGEN;Amarok;Año 2010;Extremo Der. L=90mm R.H. 16 x 1,50;5.105,00;3.780,00;2023-04-26
5672;EXTREMO;852;VOL 255;VOLKSWAGEN;Amarok;Año 2010;Extremo Izq. L=90mm R.H. 16 x 1,50;5.105,00;3.780,00;2023-04-26
5673;EXTREMO;306;FO 383;VOLKSWAGEN;Carat;;Extremo dir. Hidr. L=75mm R.H 14 x 1.50;3.280,00;2.430,00;2023-04-26
5674;EXTREMO;855;9436;VOLKSWAGEN;Caravan;Año 84;Extremo Direccion L=115mm;4.510,00;3.340,00;2023-05-03
5675;EXTREMO;755;VOL 242;VOLKSWAGEN;Fox;Año 01/…;Extremo derecho l=90mm r.h 14 x 1,50;3.590,00;2.660,00;2023-04-26
5676;EXTREMO;756;VOL 241;VOLKSWAGEN;Fox;Año 01/…;Extremo izquierdo l=90mm r.h 14 x 1,50;3.590,00;2.660,00;2023-04-26
5677;EXTREMO;259A;VOL 208;VOLKSWAGEN;Gacel;Año 95/…;Extremo d. hidr. L=60 mm r. hembra 14 x 1.50;3.175,00;2.350,00;2023-04-26
5678;EXTREMO;259;VOL 214;VOLKSWAGEN;Gacel;Año 94/…;Extremo l=95mm rosca macho 14 x 1.50;2.635,00;1.950,00;2023-04-26
5679;EXTREMO;801;VOL 208/1;VOLKSWAGEN;Gol;modelo nuevo;Extremo corto hembra l/nueva recto;3.175,00;2.350,00;2023-04-26
5680;EXTREMO;259A;VOL 208;VOLKSWAGEN;Gol;Año 95/…;Extremo d. hidr. L=60 mm r. hembra 14 x 1.50;3.175,00;2.350,00;2023-04-26
5681;EXTREMO;259;VOL 214;VOLKSWAGEN;Gol;Año 94/…;Extremo l=95mm rosca macho 14 x 1.50;2.635,00;1.950,00;2023-04-26
5682;EXTREMO;755;VOL 242;VOLKSWAGEN;Golf 4;Año 01/…;Extremo derecho l=90mm r.h 14 x 1,50;3.590,00;2.660,00;2023-04-26
5683;EXTREMO;756;VOL 241;VOLKSWAGEN;Golf 4;Año 01/…;Extremo izquierdo l=90mm r.h 14 x 1,50;3.590,00;2.660,00;2023-04-26
5684;EXTREMO;855;9436;VOLKSWAGEN;Neon;Año 84;Extremo Direccion L=115mm;4.510,00;3.340,00;2023-05-03
5685;EXTREMO;278;VOL 224;VOLKSWAGEN;Passat;Año 96/…;Extremo derecho l=80mm R.H 14 x 1,5;2.995,00;2.220,00;2023-04-26
5686;EXTREMO;279;VOL 223;VOLKSWAGEN;Passat;Año 96/…;Extremo izquierdo l=80mm R.H 14 x 1,5;2.995,00;2.220,00;2023-04-26
5687;EXTREMO;704;FO 369;VOLKSWAGEN;Pointer;Año 94/95;Extremo derecho l=80mm R.H 14 x 2.0;2.995,00;2.220,00;2023-04-26
5688;EXTREMO;705;FO 368;VOLKSWAGEN;Pointer;Año 94/95;Extremo izquierdo l=80mm R.H 14 x 2.0;2.995,00;2.220,00;2023-04-26
5689;EXTREMO;278;VOL 224;VOLKSWAGEN;Polo;modelo viejo - Año 96/…;Extremo derecho l=80mm R.H 14 x 1,5;2.995,00;2.220,00;2023-04-26
5690;EXTREMO;279;VOL 223;VOLKSWAGEN;Polo;modelo viejo - Año 96/…;Extremo izquierdo l=80mm R.H 14 x 1,5;2.995,00;2.220,00;2023-04-26
5691;EXTREMO;306;FO 383;VOLKSWAGEN;Quantum;;Extremo dir. Hidr. L=75mm R.H 14 x 1.50;3.280,00;2.430,00;2023-04-26
5692;EXTREMO;306;FO 383;VOLKSWAGEN;Santana;;Extremo dir. Hidr. L=75mm R.H 14 x 1.50;3.280,00;2.430,00;2023-04-26
5693;EXTREMO;259A;VOL 208;VOLKSWAGEN;Saveiro;Año 95/…;Extremo d. hidr. L=60 mm r. hembra 14 x 1.50;3.175,00;2.350,00;2023-04-26
5694;EXTREMO;259;VOL 214;VOLKSWAGEN;Saveiro;Año 94/…;Extremo l=95mm rosca macho 14 x 1.50;2.635,00;1.950,00;2023-04-26
5695;EXTREMO;259A;VOL 208;VOLKSWAGEN;Senda;Año 95/…;Extremo d. hidr. L=60 mm r. hembra 14 x 1.50;3.175,00;2.350,00;2023-04-26
5696;EXTREMO;259;VOL 214;VOLKSWAGEN;Senda;Año 94/…;Extremo l=95mm rosca macho 14 x 1.50;2.635,00;1.950,00;2023-04-26
5697;EXTREMO;755;VOL 242;VOLKSWAGEN;Suran;Año 01/…;Extremo derecho l=90mm r.h 14 x 1,50;3.590,00;2.660,00;2023-04-26
5698;EXTREMO;756;VOL 241;VOLKSWAGEN;Suran;Año 01/…;Extremo izquierdo l=90mm r.h 14 x 1,50;3.590,00;2.660,00;2023-04-26
5699;FUELLE;1524;;ALFA ROMEO;145;;kit de fuelle triceta lado caja palier ambos semieje;1.580,00;1.170,00;2023-05-04
5700;FUELLE;1524;;ALFA ROMEO;146;;kit de fuelle triceta lado caja palier ambos semieje;1.580,00;1.170,00;2023-05-04
5701;FUELLE;1524;;ALFA ROMEO;155;;kit de fuelle triceta lado caja palier ambos semieje;1.580,00;1.170,00;2023-05-04
5702;FUELLE;1420;;ALFA ROMEO;UNIVERSAL;ambos lados;Fuelle de cremallera mecanica;810,00;600,00;2023-05-04
5703;FUELLE;1577/1;;AUDI;A3;con trebol;Kit de fuelle homocinetica lado caja semieje;2.320,00;1.720,00;2023-05-04
5704;FUELLE;1578;;AUDI;A3;;Kit de fuelle homocinetica lado rueda semieje;2.050,00;1.520,00;2023-05-04
5705;FUELLE;1594/1;;AUDI;A3;con trebol;Kit de fuelle lado caja fino semieje;1.945,00;1.440,00;2023-05-04
5706;FUELLE;1580;;AUDI;A3;;Kit de fuelle lado caja semieje;1.945,00;1.440,00;2023-05-04
5707;FUELLE;1577/1;;AUDI;A4;con trebol;Kit de fuelle homocinetica lado caja semieje;2.320,00;1.720,00;2023-05-04
5708;FUELLE;1578;;AUDI;A4;;Kit de fuelle homocinetica lado rueda semieje;2.050,00;1.520,00;2023-05-04
5709;FUELLE;1591/1;;AUDI;AUDI;Todos los modelos con 2.5 cc - con trebol;Kit de fuelle lado caja semieje;2.755,00;2.040,00;2023-05-04
5710;FUELLE;1403;;BMW;UNIVERSAL;;Fuelle de cremallera mecanica;1.040,00;770,00;2023-05-04
5711;FUELLE;1530;;CHEVROLET;Astra;;Kit de fuelle homocinetica lado rueda semieje;1.825,00;1.350,00;2023-05-04
5712;FUELLE;1584/1;;CHEVROLET;Aveo;con trebol;Kit de fuelle lado caja fino semieje;1.945,00;1.440,00;2023-05-04
5713;FUELLE;1429;;CHEVROLET;Combo;ambos lados;Fuelle de direccion hidraulica;1.200,00;890,00;2023-05-04
5714;FUELLE;1315;;CHEVROLET;Corsa;;Almohadilla lado derecho;1.215,00;900,00;2023-05-04
5715;FUELLE;1315/1;;CHEVROLET;Corsa;;Almohadilla lado izquierdo;1.215,00;900,00;2023-05-04
5716;FUELLE;1420;;CHEVROLET;Corsa;ambos lados;Fuelle de cremallera mecanica;810,00;600,00;2023-05-04
5717;FUELLE;1429;;CHEVROLET;Corsa;ambos lados;Fuelle de direccion hidraulica;1.200,00;890,00;2023-05-04
5718;FUELLE;1416;;CHEVROLET;Corsa;modelo especial - lado unico;Fuelle de direccion hidraulica y mecanica;1.000,00;740,00;2023-05-04
5719;FUELLE;1559;;CHEVROLET;Corsa;;kit de fuelle lado caja semieje;1.580,00;1.170,00;2023-05-04
5720;FUELLE;1559/2;;CHEVROLET;Corsa;;Kit de fuelle lado caja semieje con chapa;3.525,00;2.610,00;2023-05-04
5721;FUELLE;1542;;CHEVROLET;Corsa;;Kit de fuelle lado rueda semieje;1.865,00;1.380,00;2023-05-04
5722;FUELLE;1531;;CHEVROLET;Ipanema;;Kit de fuelle homocinetica lado caja semieje;1.825,00;1.350,00;2023-05-04
5723;FUELLE;1531;;CHEVROLET;Kadett;;Kit de fuelle homocinetica lado caja semieje;1.825,00;1.350,00;2023-05-04
5724;FUELLE;1530;;CHEVROLET;Kadett;;Kit de fuelle homocinetica lado rueda semieje;1.825,00;1.350,00;2023-05-04
5725;FUELLE;1531;;CHEVROLET;Monza;;Kit de fuelle homocinetica lado caja semieje;1.825,00;1.350,00;2023-05-04
5726;FUELLE;1530;;CHEVROLET;Monza;;Kit de fuelle homocinetica lado rueda semieje;1.825,00;1.350,00;2023-05-04
5727;FUELLE;1553;;CHEVROLET;Monza;GL 2.0 año 94/…;Kit de fuelle homocinetica lado rueda semieje;2.050,00;1.520,00;2023-05-04
5728;FUELLE;1596;;CHEVROLET;Spark;;Kit de fuelle lado rueda;1.580,00;1.170,00;2023-05-04
5729;FUELLE;1429;;CHEVROLET;Vectra;ambos lados;Fuelle de direccion hidraulica;1.200,00;890,00;2023-05-04
5730;FUELLE;1531;;CHEVROLET;Vectra;;Kit de fuelle homocinetica lado caja semieje;1.825,00;1.350,00;2023-05-04
5731;FUELLE;1530;;CHEVROLET;Vectra;;Kit de fuelle homocinetica lado rueda semieje;1.825,00;1.350,00;2023-05-04
5732;FUELLE;1550;;CITROEN;Allure;;Kit de fuelle triceta lado rueda semieje;1.595,00;1.180,00;2023-05-04
5733;FUELLE;1568;;CITROEN;AX;GTI;Kit de fuelle homocinetica lado rueda semieje;1.825,00;1.350,00;2023-05-04
5734;FUELLE;1556;;CITROEN;AX;GTI;Kit de fuelle triceta lado caja semieje;1.565,00;1.160,00;2023-05-04
5735;FUELLE;1550;;CITROEN;AX;;Kit de fuelle triceta lado rueda semieje;1.595,00;1.180,00;2023-05-04
5736;FUELLE;1300;;CITROEN;Berlingo;lado derecho;Capuchon de precap;1.015,00;750,00;2023-05-04
5737;FUELLE;1403;;CITROEN;Berlingo;ambos lados;Fuelle de cremallera mecanica;1.040,00;770,00;2023-05-04
5738;FUELLE;1403;;CITROEN;Berlingo;lado izquierdo;Fuelle de direccion hidraulica;1.040,00;770,00;2023-05-04
5739;FUELLE;1562;;CITROEN;Berlingo;modelo 1.8-1.9;Kit de fuelle homocinetica lado rueda semieje;1.945,00;1.440,00;2023-05-04
5740;FUELLE;1568;;CITROEN;Berlingo;Diesel 1.8-1.9;Kit de fuelle homocinetica lado rueda semieje;1.825,00;1.350,00;2023-05-04
5741;FUELLE;1584/1;;CITROEN;Berlingo;Diesel - con trebol;Kit de fuelle lado caja fino semieje;1.945,00;1.440,00;2023-05-04
5742;FUELLE;1561;;CITROEN;Berlingo;modelo 1.4-1.9;Kit de fuelle triceta lado caja semieje;1.865,00;1.380,00;2023-05-04
5743;FUELLE;1543;;CITROEN;Berlingo;modelo 1.8-1.9;Kit de fuelle triceta lado caja semieje ;1.825,00;1.350,00;2023-05-04
5744;FUELLE;1543/1;;CITROEN;Berlingo;modelo 1.8-1.9;Kit de fuelle triceta lado caja semieje c/ranura ;1.825,00;1.350,00;2023-05-04
5745;FUELLE;1568;;CITROEN;C15;modelo 1.8 - Año 95/…;Kit de fuelle homocinetica lado rueda semieje;1.825,00;1.350,00;2023-05-04
5746;FUELLE;1556;;CITROEN;C15;modelo 1.6 Año 96/…;Kit de fuelle triceta lado caja semieje ;1.565,00;1.160,00;2023-05-04
5747;FUELLE;1551;;CITROEN;C15;;Kit de fuelle triceta lado rueda semieje;1.825,00;1.350,00;2023-05-04
5748;FUELLE;1586/1;;CITROEN;C3;con trebol;Kit de fuelle lado caja grueso semieje;1.945,00;1.440,00;2023-05-04
5749;FUELLE;1588/1;;CITROEN;C3;con trebol;Kit de fuelle lado caja semieje;1.865,00;1.380,00;2023-05-04
5750;FUELLE;1577/1;;CITROEN;C4;con trebol;Kit de fuelle homocinetica lado caja semieje;2.320,00;1.720,00;2023-05-04
5751;FUELLE;1585/1;;CITROEN;C4;con trebol;Kit de fuelle lado caja grueso semieje;2.320,00;1.720,00;2023-05-04
5752;FUELLE;1568;;CITROEN;Caban;;Kit de fuelle homocinetica lado rueda semieje;1.825,00;1.350,00;2023-05-04
5753;FUELLE;1556;;CITROEN;Caban;;Kit de fuelle triceta lado caja semieje;1.565,00;1.160,00;2023-05-04
5754;FUELLE;1550;;CITROEN;Caban;modelo 1.4;Kit de fuelle triceta lado rueda semieje ;1.595,00;1.180,00;2023-05-04
5755;FUELLE;1544;;CITROEN;GS;;Kit de fuelle homocinetica lado caja corto izq. Semieje;1.945,00;1.440,00;2023-05-04
5756;FUELLE;1544/2;;CITROEN;GS;;Kit de fuelle homocinetica lado caja corto izq. Semieje;4.130,00;3.060,00;2023-05-04
5757;FUELLE;1537/1;;CITROEN;GS;con trebol;Kit de fuelle lado caja semieje;3.630,00;2.690,00;2023-05-04
5758;FUELLE;1421;;CITROEN;Jumper;ambos lados;Fuelle de direccion hidraulica y mecanica;1.000,00;740,00;2023-05-04
5759;FUELLE;1592/1;;CITROEN;Jumper;con trebol;Kit de fuelle lado caja grueso semieje;2.755,00;2.040,00;2023-05-04
5760;FUELLE;1549;;CITROEN;Jumper;;Kit de fuelle lado rueda semieje;2.080,00;1.540,00;2023-05-04
5761;FUELLE;1581;;CITROEN;Jumper;;Kit de fuelle lado rueda semieje;2.580,00;1.910,00;2023-05-04
5762;FUELLE;1585/1;;CITROEN;Picasso;con trebol;Kit de fuelle lado caja grueso semieje;2.320,00;1.720,00;2023-05-04
5763;FUELLE;1535/1;;CITROEN;Visa;con trebol;Kit de fuelle lado caja semieje;2.860,00;2.120,00;2023-05-04
5764;FUELLE;1542;;CITROEN;Xantia;SX 1.9 2.0 - Diesel;Kit de fuelle homocinetica lado rueda semieje;1.865,00;1.380,00;2023-05-04
5765;FUELLE;1562;;CITROEN;Xantia;modelo 1.8-2.0-Diesel 1.9;Kit de fuelle homocinetica lado rueda semieje;1.945,00;1.440,00;2023-05-04
5766;FUELLE;1561;;CITROEN;Xantia;modelo 1.8-2.0-Diesel 1.9;Kit de fuelle triceta lado caja semieje;1.865,00;1.380,00;2023-05-04
5767;FUELLE;1543;;CITROEN;Xantia ;SX 1.9 2.0 - Diesel;Kit de fuelle triceta lado caja semieje;1.825,00;1.350,00;2023-05-04
5768;FUELLE;1543/1;;CITROEN;Xantia ;SX 1.9 2.0 - Diesel;Kit de fuelle triceta lado caja semieje c/ranura;1.825,00;1.350,00;2023-05-04
5769;FUELLE;1562;;CITROEN;Xsara;modelo 1.8-1.9 Diesel;Kit de fuelle homocinetica lado rueda semieje;1.945,00;1.440,00;2023-05-04
5770;FUELLE;1561;;CITROEN;Xsara;1.8-1.9 Diesel;Kit de fuelle triceta lado caja semieje;1.865,00;1.380,00;2023-05-04
5771;FUELLE;1403;;CITROEN;ZX;;Fuelle de cremallera mecanica;1.040,00;770,00;2023-05-04
5772;FUELLE;1562;;CITROEN;ZX;Diesel - Año 93/…;Kit de fuelle homocinetica lado rueda semieje;1.945,00;1.440,00;2023-05-04
5773;FUELLE;1568;;CITROEN;ZX;modelo 1.9-1.8-TD-Aura-Advantage;Kit de fuelle homocinetica lado rueda semieje;1.825,00;1.350,00;2023-05-04
5774;FUELLE;1542;;CITROEN;ZX;modelo 1.9-1.8-TD-Aura-Advantage;Kit de fuelle homocinetica lado rueda semieje ;1.865,00;1.380,00;2023-05-04
5775;FUELLE;1561;;CITROEN;ZX;Diesel - Año 96/…;Kit de fuelle triceta lado caja semieje;1.865,00;1.380,00;2023-05-04
5776;FUELLE;1543;;CITROEN;ZX;modelo 1.9-1.8-TD-Aura-Advantage;Kit de fuelle triceta lado caja semieje ;1.825,00;1.350,00;2023-05-04
5777;FUELLE;1543/1;;CITROEN;ZX;modelo 1.9-1.8-TD-Aura-Advantage;Kit de fuelle triceta lado caja semieje c/ranura ;1.825,00;1.350,00;2023-05-04
5778;FUELLE;1551;;CITROEN;ZX;modelo 1.9-1.8-TD-Aura-Advantage;Kit de fuelle triceta lado rueda semieje ;1.825,00;1.350,00;2023-05-04
5779;FUELLE;1536;;DACIA;Dacia;;Kit de fuelle lado caja semieje;1.825,00;1.350,00;2023-05-04
5780;FUELLE;1010;;DACIA;Dacia;;Kit de fuelle triceta lado rueda semieje;1.825,00;1.350,00;2023-05-04
5781;FUELLE;1596;;DAEWOO;Tico;;Kit de fuelle lado rueda;1.580,00;1.170,00;2023-05-04
5782;FUELLE;1558;;DAIHATSU;Cuore;;Kit de fuelle lado caja semieje;1.770,00;1.310,00;2023-05-04
5783;FUELLE;1596;;DAIHATSU;Daihatsu;;Kit de fuelle lado rueda;1.580,00;1.170,00;2023-05-04
5784;FUELLE;1422;;DODGE;1500;lado corto;Fuelle de cremallera mecanica;945,00;700,00;2023-05-04
5785;FUELLE;1423;;DODGE;1500;lado largo;Fuelle de cremallera mecanica;945,00;700,00;2023-05-04
5786;FUELLE;1409;;FIAT;128;lado corto;Fuelle de cremallera mecanica;810,00;600,00;2023-05-04
5787;FUELLE;3008;F138;FIAT;128;;Fuelle de palier lado caja;1.120,00;830,00;2023-05-03
5788;FUELLE;1620;;FIAT;128;SE;Kit de fuelle homocinetica lado rueda semieje;1.595,00;1.180,00;2023-05-04
5789;FUELLE;1529;;FIAT;128;SE;Kit de fuelle lado rueda semieje;1.595,00;1.180,00;2023-05-04
5790;FUELLE;1547;;FIAT;128;SE;Kit de fuelle triceta lado caja semieje;1.525,00;1.130,00;2023-05-04
5791;FUELLE;1409;;FIAT;147;lado corto;Fuelle de cremallera mecanica;810,00;600,00;2023-05-04
5792;FUELLE;3052;;FIAT;147;;Fuelle de palier lado caja;1.120,00;830,00;2023-05-03
5793;FUELLE;1620;;FIAT;147;;Kit de fuelle homocinetica lado rueda semieje;1.595,00;1.180,00;2023-05-04
5794;FUELLE;1547;;FIAT;147;;Kit de fuelle triceta lado caja semieje;1.525,00;1.130,00;2023-05-04
5795;FUELLE;3007;F600;FIAT;600;;Fuelle de palier lado caja;1.025,00;760,00;2023-05-03
5796;FUELLE;1416;;FIAT;Ducato;lado unico;Fuelle de direccion hidraulica y mecanica;1.000,00;740,00;2023-05-04
5797;FUELLE;1421;;FIAT;Ducato;modelo nuevo - ambos lados;Fuelle de direccion hidraulica y mecanica;1.000,00;740,00;2023-05-04
5798;FUELLE;1553;;FIAT;Ducato;modelo 1.9;Kit de fuelle homocinetica lado rueda semieje ;2.050,00;1.520,00;2023-05-04
5799;FUELLE;1592/1;;FIAT;Ducato;modelo MAXI - con trebol;Kit de fuelle lado caja grueso semieje;2.755,00;2.040,00;2023-05-04
5800;FUELLE;1549;;FIAT;Ducato;;Kit de fuelle lado rueda semieje;2.080,00;1.540,00;2023-05-04
5801;FUELLE;1569;;FIAT;Ducato;MAX;Kit de fuelle lado rueda semieje;2.320,00;1.720,00;2023-05-04
5802;FUELLE;1581;;FIAT;Ducato;;Kit de fuelle lado rueda semieje;2.580,00;1.910,00;2023-05-04
5803;FUELLE;1548;;FIAT;Ducato;modelo 1.9;Kit de fuelle triceta lado caja semieje ;2.080,00;1.540,00;2023-05-04
5804;FUELLE;1543;;FIAT;Ducato ;modelo 1.5 furgon corto 2.8 D;kit de fuelle triceta lado caja semieje ;1.825,00;1.350,00;2023-05-04
5805;FUELLE;1543/1;;FIAT;Ducato ;modelo 1.5 furgon corto 2.8 D;kit de fuelle triceta lado caja semieje c/ranura ;1.825,00;1.350,00;2023-05-04
5806;FUELLE;1409;;FIAT;Duna;Año 93/95 - lado corto;Fuelle de cremallera mecanica;810,00;600,00;2023-05-04
5807;FUELLE;1620;;FIAT;Duna;S-SC-SCV-SD-SDL;Kit de fuelle homocinetica lado rueda semieje;1.595,00;1.180,00;2023-05-04
5808;FUELLE;1554;;FIAT;Duna;;Kit de fuelle lado caja semieje;1.525,00;1.130,00;2023-05-04
5809;FUELLE;1529;;FIAT;Duna;;Kit de fuelle lado rueda semieje;1.595,00;1.180,00;2023-05-04
5810;FUELLE;1547;;FIAT;Duna;CS-CSD-SD-SLD-SXD;Kit de fuelle triceta lado caja semieje;1.525,00;1.130,00;2023-05-04
5811;FUELLE;1409;;FIAT;Fiorino;lado corto;Fuelle de direccion hidraulica;810,00;600,00;2023-05-04
5812;FUELLE;1529;;FIAT;Fiorino;;Kit de fuelle homocinetica lado rueda semieje;1.595,00;1.180,00;2023-05-04
5813;FUELLE;1416;;FIAT;Palio;lado unico;Fuelle de direccion hidraulica y mecanica;1.000,00;740,00;2023-05-04
5814;FUELLE;1529;;FIAT;Palio;S-EL-HL Style motor Chico;Kit de fuelle homocinetica lado rueda semieje;1.595,00;1.180,00;2023-05-04
5815;FUELLE;1539;;FIAT;Palio;motor grande;Kit de fuelle lado rueda semieje;1.825,00;1.350,00;2023-05-04
5816;FUELLE;1547;;FIAT;Palio;S-EL-HL-Style motor chico;Kit de fuelle triceta lado caja semieje;1.525,00;1.130,00;2023-05-04
5817;FUELLE;1430;;FIAT;Regatta;lado intermedio;Fuelle de cremallera mecanica;810,00;600,00;2023-05-04
5818;FUELLE;1409;;FIAT;Regatta;lado corto;Fuelle de direccion hidraulica;810,00;600,00;2023-05-04
5819;FUELLE;3052;;FIAT;Regatta;;Fuelle de palier lado caja;1.120,00;830,00;2023-05-03
5820;FUELLE;1620;;FIAT;Regatta;S-SC;Kit de fuelle homocinetica lado rueda semieje;1.595,00;1.180,00;2023-05-04
5821;FUELLE;1524/2;;FIAT;Regatta;;Kit de fuelle triceta ambos lados caja semieje;3.725,00;2.760,00;2023-05-04
5822;FUELLE;1524;;FIAT;Regatta;100.S;kit de fuelle triceta lado caja ambos semieje;1.580,00;1.170,00;2023-05-04
5823;FUELLE;1524;;FIAT;Regatta;modelo 2000;kit de fuelle triceta lado caja ambos semieje;1.580,00;1.170,00;2023-05-04
5824;FUELLE;1547;;FIAT;Regatta;S-SC;Kit de fuelle triceta lado caja semieje;1.525,00;1.130,00;2023-05-04
5825;FUELLE;1539;;FIAT;Regatta;100.S;Kit lado rueda semieje;1.825,00;1.350,00;2023-05-04
5826;FUELLE;1539;;FIAT;Regatta;modelo 2000;Kit lado rueda semieje;1.825,00;1.350,00;2023-05-04
5827;FUELLE;1416;;FIAT;Siena;lado unico;Fuelle de direccion hidraulica y mecanica;1.000,00;740,00;2023-05-04
5828;FUELLE;1529;;FIAT;Siena;S-EL-HL-TD motor Chico;Kit de fuelle lado rueda semieje;1.595,00;1.180,00;2023-05-04
5829;FUELLE;1539;;FIAT;Siena;motor grande;Kit de fuelle lado rueda semieje;1.825,00;1.350,00;2023-05-04
5830;FUELLE;1620;;FIAT;Spazio Vivace;;Kit de fuelle lado rueda semieje;1.595,00;1.180,00;2023-05-04
5831;FUELLE;1547;;FIAT;Spazio Vivace;;Kit de fuelle triceta lado caja semieje;1.525,00;1.130,00;2023-05-04
5832;FUELLE;1529;;FIAT;Super Europa;;Kit de fuelle lado rueda semieje;1.595,00;1.180,00;2023-05-04
5833;FUELLE;1210;;FIAT;Tempra;lado derecho;Capuchon de precap;1.000,00;740,00;2023-05-04
5834;FUELLE;1409;;FIAT;Tempra;lado corto;Fuelle de cremallera mecanica;810,00;600,00;2023-05-04
5835;FUELLE;1524/2;;FIAT;Tempra;;Kit de fuelle triceta ambos lados caja semieje;3.725,00;2.760,00;2023-05-04
5836;FUELLE;1524;;FIAT;Tempra;modelo 2000-AM-ORO-PLATA;kit de fuelle triceta lado caja semieje ;1.580,00;1.170,00;2023-05-04
