cod;rubro;eq1;eq2;marca;modelo;detalle;descripcion;venta;costo;fecha
282;BIELETA;JT502;BIE 704;TOYOTA;Hilux;Año 05/…;Bieleta delantera derecha;3.090,00;2.290,00;2023-04-26
283;BIELETA;JT501;BIE 703;TOYOTA;Hilux;Año 05/…;Bieleta delantera izquierda;3.090,00;2.290,00;2023-04-26
284;BIELETA;JV307;;VOLKSWAGEN;Amarok;;Bieleta delantera;1.620,00;1.200,00;2023-04-10
285;BIELETA;JV309;700004;VOLKSWAGEN;Beatle;;Bieleta delantera;3.335,00;2.470,00;2023-05-03
286;BIELETA;JV305;;VOLKSWAGEN;Bora;;Bieleta delantera;2.050,00;1.520,00;2023-05-04
287;BIELETA;JV308;700040;VOLKSWAGEN;CrossFox;;Bieleta delantera;3.335,00;2.470,00;2023-05-03
288;BIELETA;JV308;700040;VOLKSWAGEN;Fox;;Bieleta delantera;3.335,00;2.470,00;2023-05-03
289;BIELETA;JV308;700040;VOLKSWAGEN;Gol Trend;;Bieleta delantera;3.335,00;2.470,00;2023-05-03
290;BIELETA;JV309;700004;VOLKSWAGEN;Golf;;Bieleta delantera;3.335,00;2.470,00;2023-05-03
291;BIELETA;JV302;700038;VOLKSWAGEN;Golf;;Bieleta delantera centrada;1.825,00;1.350,00;2023-04-10
292;BIELETA;JV303;700039;VOLKSWAGEN;Golf;;Bieleta delantera desplazada ;1.825,00;1.350,00;2023-04-10
293;BIELETA;JV305;;VOLKSWAGEN;Golf 4;Año 98/…;Bieleta delantera;2.050,00;1.520,00;2023-05-04
294;BIELETA;JV309;700004;VOLKSWAGEN;Passat;;Bieleta delantera;3.335,00;2.470,00;2023-05-03
295;BIELETA;JF213;700045;VOLKSWAGEN;Pointer;;Bieleta delantera;3.090,00;2.290,00;2023-05-03
296;BIELETA;JV302;700038;VOLKSWAGEN;Polo;;Bieleta delantera centrada;1.825,00;1.350,00;2023-04-10
297;BIELETA;JV303;700039;VOLKSWAGEN;Polo;;Bieleta delantera desplazada ;1.825,00;1.350,00;2023-04-10
298;BIELETA;JV309;700004;VOLKSWAGEN;Scirocco;;Bieleta delantera;3.335,00;2.470,00;2023-05-03
299;BIELETA;JV309;700004;VOLKSWAGEN;Sharan;;Bieleta delantera;3.335,00;2.470,00;2023-05-03
300;BIELETA;JV308;700040;VOLKSWAGEN;Suran;;Bieleta delantera;3.335,00;2.470,00;2023-05-03
301;BIELETA;JV309;700004;VOLKSWAGEN;Tiguan;;Bieleta delantera;3.335,00;2.470,00;2023-05-03
302;BIELETA;JV309;700004;VOLKSWAGEN;Vento;;Bieleta delantera;3.335,00;2.470,00;2023-05-03
303;BIELETA;JV308;700040;VOLKSWAGEN;Voyage;;Bieleta delantera;3.335,00;2.470,00;2023-05-03
304;BOMBA AGUA;639;;ALFA ROMEO;33;Motor 2.5 Turbo Diesel P/visc Mod.89/94;Bomba de agua nueva;21.530,00;15.948,00;2023-04-26
305;BOMBA AGUA;641;;ALFA ROMEO;33;Motor 1.2 - 1.3 - 1.4 - 1.5 - 1.7 16V;Bomba de agua nueva;24.715,00;18.307,00;2023-04-26
306;BOMBA AGUA;639;;ALFA ROMEO;33;Motor 2.5 Turbo Diesel P/visc Mod.89/94;Bomba de agua reparada;15.585,00;11.543,00;2023-04-26
307;BOMBA AGUA;641;;ALFA ROMEO;33;Motor 1.2 - 1.3 - 1.4 - 1.5 - 1.7 16V;Bomba de agua reparada;15.665,00;11.604,00;2023-04-26
308;BOMBA AGUA;794;;ALFA ROMEO;145;1.6 16V Twin Spark;Bomba de agua nueva;26.905,00;19.929,00;2023-04-26
309;BOMBA AGUA;582;;ALFA ROMEO;145;Motor 1.4i-1.6i-1.8i-2.0i 16V(Polea diametro 71mm);Bomba de agua nueva;22.185,00;16.432,00;2023-04-26
310;BOMBA AGUA;584;;ALFA ROMEO;145;Motor 1.9/2.4 JTD Mod 99/01(Polea diametro 48mm);Bomba de agua nueva;20.860,00;15.452,00;2023-04-26
311;BOMBA AGUA;641;;ALFA ROMEO;145;Motor 1.3 - 1.6  Mod. 94/96 16V;Bomba de agua nueva;24.715,00;18.307,00;2023-04-26
312;BOMBA AGUA;656;;ALFA ROMEO;145;1.9 Turbo Diesel 94/96 Polea V. Multi V.;Bomba de agua nueva;59.165,00;43.826,00;2023-04-26
313;BOMBA AGUA;657;;ALFA ROMEO;145;Motor 1.9 Turbo Diesel Mod. 96/00;Bomba de agua nueva;35.970,00;26.644,00;2023-04-26
314;BOMBA AGUA;794;;ALFA ROMEO;145;1.6 16V Twin Spark;Bomba de agua reparada;13.445,00;9.958,00;2023-04-26
315;BOMBA AGUA;582;;ALFA ROMEO;145;Motor 1.4i-1.6i-1.8i-2.0i 16V(Polea diametro 71mm);Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
316;BOMBA AGUA;584;;ALFA ROMEO;145;Motor 1.9/2.4 JTD Mod 99/01(Polea diametro 48mm);Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
317;BOMBA AGUA;641;;ALFA ROMEO;145;Motor 1.3 - 1.6  Mod. 94/96 16V;Bomba de agua reparada;15.665,00;11.604,00;2023-04-26
318;BOMBA AGUA;656;;ALFA ROMEO;145;1.9 Turbo Diesel 94/96 Polea V. Multi V.;Bomba de agua reparada;18.670,00;13.830,00;2023-04-26
319;BOMBA AGUA;657;;ALFA ROMEO;145;Motor 1.9 Turbo Diesel Mod. 96/00;Bomba de agua reparada;14.405,00;10.672,00;2023-04-26
320;BOMBA AGUA;794;;ALFA ROMEO;146;1.6 16V Twin Spark;Bomba de agua nueva;26.905,00;19.929,00;2023-04-26
321;BOMBA AGUA;582;;ALFA ROMEO;146;Motor 1.4i-1.6i-1.8i-2.0i 16V(Polea diametro 71mm);Bomba de agua nueva;22.185,00;16.432,00;2023-04-26
322;BOMBA AGUA;584;;ALFA ROMEO;146;Motor 1.9/2.4 JTD Mod 99/01(Polea diametro 48mm);Bomba de agua nueva;20.860,00;15.452,00;2023-04-26
323;BOMBA AGUA;641;;ALFA ROMEO;146;Motor 1.3 - 1.6 - 1.7  Mod. 94/96 16V;Bomba de agua nueva;24.715,00;18.307,00;2023-04-26
324;BOMBA AGUA;656;;ALFA ROMEO;146;1.9 Turbo Diesel 94/96 Polea V. Multi V.;Bomba de agua nueva;59.165,00;43.826,00;2023-04-26
325;BOMBA AGUA;657;;ALFA ROMEO;146;Motor 1.9 Turbo Diesel Mod. 96/00;Bomba de agua nueva;35.970,00;26.644,00;2023-04-26
326;BOMBA AGUA;794;;ALFA ROMEO;146;1.6 16V Twin Spark;Bomba de agua reparada;13.445,00;9.958,00;2023-04-26
327;BOMBA AGUA;582;;ALFA ROMEO;146;Motor 1.4i-1.6i-1.8i-2.0i 16V(Polea diametro 71mm);Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
328;BOMBA AGUA;584;;ALFA ROMEO;146;Motor 1.9/2.4 JTD Mod 99/01(Polea diametro 48mm);Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
329;BOMBA AGUA;641;;ALFA ROMEO;146;Motor 1.3 - 1.6 - 1.7  Mod. 94/96 16V;Bomba de agua reparada;15.665,00;11.604,00;2023-04-26
330;BOMBA AGUA;656;;ALFA ROMEO;146;1.9 Turbo Diesel 94/96 Polea V. Multi V.;Bomba de agua reparada;18.670,00;13.830,00;2023-04-26
331;BOMBA AGUA;657;;ALFA ROMEO;146;Motor 1.9 Turbo Diesel Mod. 96/00;Bomba de agua reparada;14.405,00;10.672,00;2023-04-26
332;BOMBA AGUA;582;;ALFA ROMEO;147;Motor 1.4i-1.6i-1.8i-2.0i 16V(Polea diametro 71mm);Bomba de agua nueva;22.185,00;16.432,00;2023-04-26
333;BOMBA AGUA;582;;ALFA ROMEO;147;Motor 1.4i-1.6i-1.8i-2.0i 16V(Polea diametro 71mm);Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
334;BOMBA AGUA;794;;ALFA ROMEO;155;1.6 16V Twin Spark;Bomba de agua nueva;26.905,00;19.929,00;2023-04-26
335;BOMBA AGUA;582;;ALFA ROMEO;155;Motor 1.4i-1.6i-1.8i-2.0i 16V(Polea diametro 71mm);Bomba de agua nueva;22.185,00;16.432,00;2023-04-26
336;BOMBA AGUA;584;;ALFA ROMEO;155;Motor 1.9/2.4 JTD Mod 99/…(Polea diametro 48mm);Bomba de agua nueva;20.860,00;15.452,00;2023-04-26
337;BOMBA AGUA;639;;ALFA ROMEO;155;Motor 2.5 Turbo Diesel P/visc Mod.89/94;Bomba de agua nueva;21.530,00;15.948,00;2023-04-26
338;BOMBA AGUA;640;;ALFA ROMEO;155;2.0 Twin Spark Mod. 92/98;Bomba de agua nueva;33.275,00;24.648,00;2023-04-26
339;BOMBA AGUA;642;;ALFA ROMEO;155;Motor 1.7i - 1.8i - 2.0i Mod. 92/96;Bomba de agua nueva;30.235,00;22.397,00;2023-04-26
340;BOMBA AGUA;655;;ALFA ROMEO;155;Motor 2.0-2.5 Diesel Rotor diam. 70,5mm;Bomba de agua nueva;27.900,00;20.667,00;2023-04-26
341;BOMBA AGUA;657;;ALFA ROMEO;155;Motor 1.9 Turbo Diesel Mod. 96/00;Bomba de agua nueva;35.970,00;26.644,00;2023-04-26
342;BOMBA AGUA;794;;ALFA ROMEO;155;1.6 16V Twin Spark;Bomba de agua reparada;13.445,00;9.958,00;2023-04-26
343;BOMBA AGUA;582;;ALFA ROMEO;155;Motor 1.4i-1.6i-1.8i-2.0i 16V(Polea diametro 71mm);Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
344;BOMBA AGUA;584;;ALFA ROMEO;155;Motor 1.9/2.4 JTD Mod 99/…(Polea diametro 48mm);Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
345;BOMBA AGUA;639;;ALFA ROMEO;155;Motor 2.5 Turbo Diesel P/visc Mod.89/94;Bomba de agua reparada;15.585,00;11.543,00;2023-04-26
346;BOMBA AGUA;640;;ALFA ROMEO;155;2.0 Twin Spark Mod. 92/98;Bomba de agua reparada;15.255,00;11.301,00;2023-04-26
347;BOMBA AGUA;642;;ALFA ROMEO;155;Motor 1.7i - 1.8i - 2.0i Mod. 92/96;Bomba de agua reparada;15.585,00;11.543,00;2023-04-26
348;BOMBA AGUA;655;;ALFA ROMEO;155;Motor 2.0-2.5 Diesel Rotor diam. 70,5mm;Bomba de agua reparada;16.350,00;12.112,00;2023-04-26
349;BOMBA AGUA;657;;ALFA ROMEO;155;Motor 1.9 Turbo Diesel Mod. 96/00;Bomba de agua reparada;14.405,00;10.672,00;2023-04-26
350;BOMBA AGUA;794;;ALFA ROMEO;156;1.6 16V Twin Spark;Bomba de agua nueva;26.905,00;19.929,00;2023-04-26
351;BOMBA AGUA;582;;ALFA ROMEO;156;Motor 1.4i-1.6i-1.8i-2.0i 16V(Polea diametro 71mm);Bomba de agua nueva;22.185,00;16.432,00;2023-04-26
352;BOMBA AGUA;584;;ALFA ROMEO;156;Motor 1.9/2.4 JTD Mod 99/…(Polea diametro 48mm);Bomba de agua nueva;20.860,00;15.452,00;2023-04-26
353;BOMBA AGUA;794;;ALFA ROMEO;156;1.6 16V Twin Spark;Bomba de agua reparada;13.445,00;9.958,00;2023-04-26
354;BOMBA AGUA;582;;ALFA ROMEO;156;Motor 1.4i-1.6i-1.8i-2.0i 16V(Polea diametro 71mm);Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
355;BOMBA AGUA;584;;ALFA ROMEO;156;Motor 1.9/2.4 JTD Mod 99/…(Polea diametro 48mm);Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
356;BOMBA AGUA;639;;ALFA ROMEO;164;Motor 2.5 Turbo Diesel P/visc Mod.89/94;Bomba de agua nueva;21.530,00;15.948,00;2023-04-26
357;BOMBA AGUA;640;;ALFA ROMEO;164;2.0 Twin Spark Mod. 92/98;Bomba de agua nueva;33.275,00;24.648,00;2023-04-26
358;BOMBA AGUA;642;;ALFA ROMEO;164;Motor 1.7i - 1.8i - 2.0i Mod. 92/96;Bomba de agua nueva;30.235,00;22.397,00;2023-04-26
359;BOMBA AGUA;643;;ALFA ROMEO;164;Motor 2.0-3.0 V6 Mod. 92 24V;Bomba de agua nueva;40.885,00;30.286,00;2023-04-26
360;BOMBA AGUA;655;;ALFA ROMEO;164;Motor 2.5 Diesel Rotor diam. 70,5mm;Bomba de agua nueva;27.900,00;20.667,00;2023-04-26
361;BOMBA AGUA;639;;ALFA ROMEO;164;Motor 2.5 Turbo Diesel P/visc Mod.89/94;Bomba de agua reparada;15.585,00;11.543,00;2023-04-26
362;BOMBA AGUA;640;;ALFA ROMEO;164;2.0 Twin Spark Mod. 92/98;Bomba de agua reparada;15.255,00;11.301,00;2023-04-26
363;BOMBA AGUA;642;;ALFA ROMEO;164;Motor 1.7i - 1.8i - 2.0i Mod. 92/96;Bomba de agua reparada;15.585,00;11.543,00;2023-04-26
364;BOMBA AGUA;643;;ALFA ROMEO;164;Motor 2.0-3.0 V6 Mod. 92 24V;Bomba de agua reparada;15.585,00;11.543,00;2023-04-26
365;BOMBA AGUA;655;;ALFA ROMEO;164;Motor 2.5 Diesel Rotor diam. 70,5mm;Bomba de agua reparada;16.350,00;12.112,00;2023-04-26
366;BOMBA AGUA;582;;ALFA ROMEO;166;Motor 1.4i-1.6i-1.8i-2.0i 16V(Polea diametro 71mm);Bomba de agua nueva;22.185,00;16.432,00;2023-04-26
367;BOMBA AGUA;584;;ALFA ROMEO;166;Motor 1.9/2.4 JTD Mod 99/…(Polea diametro 48mm);Bomba de agua nueva;20.860,00;15.452,00;2023-04-26
368;BOMBA AGUA;582;;ALFA ROMEO;166;Motor 1.4i-1.6i-1.8i-2.0i 16V(Polea diametro 71mm);Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
369;BOMBA AGUA;584;;ALFA ROMEO;166;Motor 1.9/2.4 JTD Mod 99/…(Polea diametro 48mm);Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
370;BOMBA AGUA;827;;ALFA ROMEO;Giulietta;1.6-2.0 JTDM 16V Mod. 10/…;Bomba de agua nueva;0,00;0,00;2023-04-26
371;BOMBA AGUA;827;;ALFA ROMEO;Giulietta;1.6-2.0 JTDM 16V Mod. 10/…;Bomba de agua reparada;0,00;VER;2023-04-26
372;BOMBA AGUA;827;;ALFA ROMEO;Mito;1.6 MJTD 16V Mod. 08/…;Bomba de agua nueva;0,00;0,00;2023-04-26
373;BOMBA AGUA;827;;ALFA ROMEO;Mito;1.6 MJTD 16V Mod. 08/…;Bomba de agua reparada;0,00;VER;2023-04-26
374;BOMBA AGUA;889;;AUDI;50;0.8-1.1-1.3 (HE-HB-HC-HJ-HH) 78/81 (Polea 26 Dientes);Bomba de agua nueva;26.545,00;19.663,00;2023-04-26
375;BOMBA AGUA;889;;AUDI;50;0.8-1.1-1.3 (HE-HB-HC-HJ-HH) 78/81 (Polea 26 Dientes);Bomba de agua reparada;12.920,00;9.571,00;2023-04-26
376;BOMBA AGUA;889;;AUDI;80;1.2 (FV-FZ) 78/81 (Polea 26 Dientes);Bomba de agua nueva;26.545,00;19.663,00;2023-04-26
377;BOMBA AGUA;889;;AUDI;80;1.2 (FV-FZ) 78/81 (Polea 26 Dientes);Bomba de agua reparada;12.920,00;9.571,00;2023-04-26
378;BOMBA AGUA;796;;AUDI;A1;1.2-1.4 16V TFSI Mod. 10/…;Bomba de agua nueva;21.530,00;15.948,00;2023-04-26
379;BOMBA AGUA;893;;AUDI;A1;1.4 TFSI Año 12/... (Polea DI 57mm - Ancho 33mm/Turbina DI 79mm);Bomba de agua nueva;35.285,00;26.136,00;2023-04-26
380;BOMBA AGUA;796;;AUDI;A1;1.2-1.4 16V TFSI Mod. 10/…;Bomba de agua reparada;11.385,00;8.434,00;2023-04-26
381;BOMBA AGUA;893;;AUDI;A1;1.4 TFSI Año 12/... (Polea DI 57mm - Ancho 33mm/Turbina DI 79mm);Bomba de agua reparada;16.055,00;11.894,00;2023-04-26
382;BOMBA AGUA;800;;AUDI;A2;1.2 TDI (ANY) 00/05 - 1.4 TDI (AMF-BHC) 00/05;Bomba de agua nueva;21.855,00;16.190,00;2023-04-26
383;BOMBA AGUA;890;;AUDI;A2;1.2 TDI (ANY) 2001/... (Polea 19 dientes redondos/turbina DI 60mm);Bomba de agua nueva;25.530,00;18.912,00;2023-04-26
384;BOMBA AGUA;890;;AUDI;A2;1.4 TDI (ATL-AMF) 2000/... (Polea 19 dientes redondos/turbina DI 60mm);Bomba de agua nueva;25.530,00;18.912,00;2023-04-26
385;BOMBA AGUA;800;;AUDI;A2;1.2 TDI (ANY) 00/05 - 1.4 TDI (AMF-BHC) 00/05;Bomba de agua reparada;10.895,00;8.071,00;2023-04-26
386;BOMBA AGUA;890;;AUDI;A2;1.2 TDI (ANY) 2001/... (Polea 19 dientes redondos/turbina DI 60mm);Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
387;BOMBA AGUA;890;;AUDI;A2;1.4 TDI (ATL-AMF) 2000/... (Polea 19 dientes redondos/turbina DI 60mm);Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
388;BOMBA AGUA;795;;AUDI;A3;2.0 FSI (AXW-BLR-BLX-BMB-BVY-BVZ) 03/06;Bomba de agua nueva;19.360,00;14.339,00;2023-04-26
389;BOMBA AGUA;797;;AUDI;A3;3.2i V6 24V (BUB-BMJ-BDB) 03/09;Bomba de agua nueva;25.220,00;18.682,00;2023-04-26
390;BOMBA AGUA;798;;AUDI;A3;1.9 TDI(ATD-AXR-ASZ) 00/03 - 2.0 TDI (BMM) 05/08 (Polea 19 dientes);Bomba de agua nueva;21.220,00;15.718,00;2023-04-26
391;BOMBA AGUA;799;;AUDI;A3;2.0 TDI 16V (AZV-BKD-BMN-BUY-CIJA-CBBB) 03/10 (Polea 19 dientes);Bomba de agua nueva;21.855,00;16.190,00;2023-04-26
392;BOMBA AGUA;800;;AUDI;A3;1.9 TDI (BKC-BLS-BXE) 03/10;Bomba de agua nueva;21.855,00;16.190,00;2023-04-26
393;BOMBA AGUA;801;;AUDI;A3;2.0 TFSI 16V (AXX-BWA-CBFA-BHZ-BZC) 04/07;Bomba de agua nueva;23.585,00;17.472,00;2023-04-26
394;BOMBA AGUA;828;;AUDI;A3;2.0 TFSI 16V 07/…;Bomba de agua nueva;25.255,00;18.707,00;2023-04-26
395;BOMBA AGUA;654;;AUDI;A3;Motor 1.9 TDI KW 85 01/…(19 Dientes-Ancho Polea 33,5mm);Bomba de agua nueva;17.150,00;12.705,00;2023-04-26
396;BOMBA AGUA;696;;AUDI;A3;Motor 1.6i - 2.0i Polea 23 dientes;Bomba de agua nueva;17.150,00;12.705,00;2023-04-26
397;BOMBA AGUA;697;;AUDI;A3;1.8i TURBO  20V Polea 23 dientes;Bomba de agua nueva;15.845,00;11.737,00;2023-04-26
398;BOMBA AGUA;700;;AUDI;A3;1.9 TDI KW/66 (Rotor DI 63,5mm-Polea Z:19-Ancho 28,5mm);Bomba de agua nueva;21.530,00;15.948,00;2023-04-26
399;BOMBA AGUA;893;;AUDI;A3;1.4 TFSI Año 12/... (Polea DI 57mm - Ancho 33mm/Turbina DI 79mm);Bomba de agua nueva;35.285,00;26.136,00;2023-04-26
400;BOMBA AGUA;899;;AUDI;A3;1.6 FSI - Sportback (Turbina DI 59mm);Bomba de agua nueva;21.005,00;15.561,00;2023-04-26
401;BOMBA AGUA;795;;AUDI;A3;2.0 FSI (AXW-BLR-BLX-BMB-BVY-BVZ) 03/06;Bomba de agua reparada;13.445,00;9.958,00;2023-04-26
402;BOMBA AGUA;797;;AUDI;A3;3.2i V6 24V (BUB-BMJ-BDB) 03/09;Bomba de agua reparada;10.895,00;8.071,00;2023-04-26
403;BOMBA AGUA;798;;AUDI;A3;1.9 TDI(ATD-AXR-ASZ) 00/03 - 2.0 TDI (BMM) 05/08 (Polea 19 dientes);Bomba de agua reparada;10.895,00;8.071,00;2023-04-26
404;BOMBA AGUA;799;;AUDI;A3;2.0 TDI 16V (AZV-BKD-BMN-BUY-CIJA-CBBB) 03/10 (Polea 19 dientes);Bomba de agua reparada;10.895,00;8.071,00;2023-04-26
405;BOMBA AGUA;800;;AUDI;A3;1.9 TDI (BKC-BLS-BXE) 03/10;Bomba de agua reparada;10.895,00;8.071,00;2023-04-26
406;BOMBA AGUA;801;;AUDI;A3;2.0 TFSI 16V (AXX-BWA-CBFA-BHZ-BZC) 04/07;Bomba de agua reparada;10.895,00;8.071,00;2023-04-26
407;BOMBA AGUA;828;;AUDI;A3;2.0 TFSI 16V 07/…;Bomba de agua reparada;10.895,00;8.071,00;2023-04-26
408;BOMBA AGUA;654;;AUDI;A3;Motor 1.9 TDI KW 85 01/…(19 Dientes-Ancho Polea 33,5mm);Bomba de agua reparada;13.835,00;10.249,00;2023-04-26
409;BOMBA AGUA;696;;AUDI;A3;Motor 1.6i - 2.0i Polea 23 dientes;Bomba de agua reparada;13.445,00;9.958,00;2023-04-26
410;BOMBA AGUA;697;;AUDI;A3;1.8i TURBO  20V Polea 23 dientes;Bomba de agua reparada;13.445,00;9.958,00;2023-04-26
411;BOMBA AGUA;700;;AUDI;A3;1.9 TDI KW/66 (Rotor DI 63,5mm-Polea Z:19-Ancho 28,5mm);Bomba de agua reparada;13.445,00;9.958,00;2023-04-26
412;BOMBA AGUA;893;;AUDI;A3;1.4 TFSI Año 12/... (Polea DI 57mm - Ancho 33mm/Turbina DI 79mm);Bomba de agua reparada;16.055,00;11.894,00;2023-04-26
413;BOMBA AGUA;899;;AUDI;A3;1.6 FSI - Sportback (Turbina DI 59mm);Bomba de agua reparada;9.000,00;6.667,00;2023-04-26
414;BOMBA AGUA;795;;AUDI;A4;2.0 FSI (AWA) 02/04;Bomba de agua nueva;19.360,00;14.339,00;2023-04-26
